17105	15063
11109	16620
15488	3033
6799	7876
17045	8484
1531	3533
4130	9334
1531	4913
17912	582
12922	12387
1531	4915
6988	4185
1531	5125
17977	17974
11110	16613
5450	6991
1531	5291
13645	8953
1531	5292
4595	3430
1531	14545
1531	11297
13012	12662
13884	8451
1532	10520
17742	17184
1522	14871
17484	14101
1522	14073
17145	4999
1522	14121
1522	2574
3370	6165
1522	2823
12314	3497
17356	16354
13099	3533
1522	8332
10880	6682
1522	5104
17444	17088
14816	5284
13870	4917
1522	14554
16955	16471
1522	13473
1522	13479
1522	12874
1522	12898
1534	2564
1535	5045
17239	16765
1535	13872
1535	13884
17913	10167
1535	13887
12820	10942
13120	5022
1535	13902
1535	13918
14383	9144
1536	5045
14116	14086
1536	15609
17352	3502
14837	7395
1536	16596
1536	11884
1539	14064
14048	3533
1665	4832
1539	14939
1539	16596
16693	3958
1539	12875
5248	3653
17369	14984
1539	13872
1539	13901
1540	16596
1540	11884
14046	5303
1540	13872
1541	13884
1541	13901
1542	15059
1542	13890
16446	12707
1542	13902
1543	8451
17828	16009
8082	16645
1543	13884
17714	11883
1502	7717
17165	3475
1503	2574
17068	15274
1503	11789
13829	13179
13276	5115
6594	6245
1503	12092
1503	12886
1504	9602
1504	9720
17547	2319
1506	7194
17413	5358
17524	14293
1506	6790
1506	13563
1506	4619
1506	12103
14953	8331
1507	2566
11143	3408
3909	7746
1507	2804
17376	10135
1507	12092
11650	4300
1507	12874
1508	2811
1508	12082
1508	12101
1509	7598
8461	4810
13110	3517
13863	9590
17935	14946
14074	10520
1509	2574
1509	2576
2340	14546
1509	2811
1509	8665
14634	5349
1509	14380
6917	5918
1510	11775
1510	12886
1511	2574
1511	11789
17085	15245
7457	7271
14294	4791
15439	5174
1511	12092
14908	10140
13992	11684
1511	12886
1544	14033
1544	15059
17479	2576
1544	13130
13367	4639
12858	5019
17198	13621
17015	2065
7516	10578
1544	13862
8463	4809
17172	14093
1513	13076
16785	4502
1514	2576
17417	8529
1514	5507
14930	13455
1514	14580
16006	12223
1514	4472
1515	3641
11546	4324
1516	2811
578	14555
1516	3641
1516	8665
1516	12886
1516	12900
2894	12220
1517	2574
17863	114
17314	14962
1517	2576
17621	5276
14887	16483
10731	6398
13907	5422
1517	13563
1518	2811
17895	9091
1518	3641
1518	12886
11019	10568
15235	3553
1519	7598
15986	13493
1519	2576
1519	8665
15067	4300
1031	2440
1519	12101
1520	2577
1520	2809
3000	16745
1576	16562
1576	17195
5271	10112
1566	3620
17211	14021
13104	8541
17105	10074
17593	8917
13335	12140
7240	3510
1566	14647
16919	8341
1566	16524
1566	15761
13823	12155
11909	10555
16345	12555
15970	14102
14968	4492
1567	8341
1567	8364
1567	14144
14342	5297
15250	4930
1567	16977
1567	4822
16994	15063
1567	5544
1568	4834
14387	3314
1568	5367
1568	14647
1568	15581
1568	13024
17916	12311
1568	13027
16917	14368
247	14104
10142	3649
14519	11980
5461	11976
1568	16530
1334	5023
17389	3598
15457	2367
17982	8315
13476	3469
1568	15747
1568	15750
1568	15760
1568	15761
1570	9127
1570	7230
13167	12140
15321	7576
12505	11959
1570	3469
1570	8396
12193	3606
1570	15530
12681	8370
1570	11986
9144	3485
12705	3606
17365	5118
1570	12812
1570	13122
1570	13971
9368	9324
1571	3629
1571	13561
1571	3398
1571	5035
1571	5248
8555	3653
5303	5172
8283	5153
5452	8602
10325	3411
1571	4409
1571	4629
1571	13486
1571	16548
11209	9078
13014	4929
15853	15836
4902	4401
1571	15735
1572	9021
12531	4824
1573	5191
1573	16683
1573	11029
1575	3620
1575	1764
1575	13035
10461	6419
1575	16548
15405	7436
17147	14481
17702	15641
13713	5544
1565	2379
1565	3615
14869	11827
1565	13557
16979	13763
1565	2149
1565	16966
17388	4829
14514	14159
2420	11320
14537	13630
1565	5403
4231	4173
1565	14377
16747	10550
1565	16523
13990	14101
1565	10523
1577	7568
12659	10942
13625	5314
1577	14705
1577	8236
14598	13480
1577	3619
1577	8341
1577	8557
13265	4828
17088	15460
17086	11578
17974	1597
16868	3408
1577	8612
1577	4834
5416	7232
1577	14333
1577	14450
1577	12308
1882	14041
1577	13462
14131	4796
1577	12773
8905	6274
3590	10778
11001	3456
1577	13071
1455	17002
11548	11182
396	12062
14441	6589
17058	8221
9110	10947
15605	8332
1577	15753
4012	3809
4867	4269
11130	10528
1577	10530
15904	14080
17024	16504
7434	4751
5020	11015
15499	5091
1578	7613
1578	3599
17073	7564
338	14906
1578	3620
1578	16351
1578	4516
1578	4579
1578	13025
17330	15563
1580	10073
17134	8579
