9061	3247
9062	6466
9062	16664
9063	16650
9063	4589
9063	4591
9064	9079
9064	3401
9064	3407
9064	4188
9064	4189
9064	4278
9064	4335
9065	3285
9065	3547
9065	4440
9066	7002
9066	16715
9066	16768
9066	10658
9067	3475
9068	9147
9068	3285
9068	16643
9069	8896
9069	9021
9069	9023
9069	6664
9069	3272
9069	3445
9070	9883
9070	4439
9070	11183
9071	8821
9071	13531
9071	13532
9071	10520
9072	8911
9072	8950
9072	8985
9072	8988
9072	3475
9072	16723
9073	8911
9074	9133
9074	9543
9074	3547
9074	4073
9074	4137
9074	4524
9074	16713
9074	4586
9074	11190
9075	16778
9076	8985
9076	8992
9076	4284
9076	4324
9076	4586
9077	3455
9077	3527
9077	10499
9078	7061
9078	3350
9078	3407
9078	3423
9078	3430
9078	4189
9079	6822
9079	7002
9079	7021
9079	7029
9079	3398
9079	3407
9079	3469
9079	4279
9079	4355
9079	4356
9079	4407
9079	4434
9079	4550
9079	16745
9079	16804
9079	16813
9079	4603
9079	10642
9080	8911
9080	8943
9080	9034
9080	6954
9080	3443
9080	3468
9080	8789
9080	16726
9080	4610
9080	10650
9080	10777
9080	10778
9080	10943
9080	11045
9080	11115
9081	9014
9081	9017
9082	9015
9082	10718
9083	9013
9083	13535
9083	13544
9084	8875
9084	8905
9084	3259
9084	16587
9084	16643
9084	16665
9084	16725
9084	10935
9085	8064
9085	3408
9085	16618
9086	8875
9086	8908
9086	8996
9086	8997
9086	9014
9086	9030
9086	3410
9086	3821
9086	4225
9086	4563
9086	4612
9086	10326
9087	6822
9087	4333
9087	16643
9087	10934
9088	7946
9088	4349
9088	4363
9088	4411
9088	4461
9088	4517
9088	16606
9089	6444
9089	3379
9090	9096
9091	8908
9091	8998
9091	3408
9091	16665
9091	10530
9091	10555
9092	6678
9092	6753
9092	3497
9092	3510
9092	4598
9093	9015
9093	3456
9094	9013
9094	3498
9094	13535
9094	13538
9094	4583
9095	8867
9095	8905
9095	9006
9095	9008
9095	6661
9095	6964
9097	16763
9098	9033
9098	8820
9098	4571
9099	8995
9099	3286
9099	3401
9099	8751
9099	8813
9099	13529
9099	4298
9099	4300
9100	8911
9100	7003
9100	8054
9100	13535
9101	11117
9102	8875
9102	9028
9102	3402
9102	4434
9102	10874
9102	11129
9103	9130
9103	7114
9103	16683
9103	4607
9104	9013
9105	7052
9106	8985
9106	9832
9106	3719
9106	4525
9106	16719
9107	4324
9108	6904
9108	9897
9108	3399
9108	4412
9108	4551
9108	4609
9108	11074
9109	3455
9109	3475
9109	3495
9109	4494
9109	16595
9109	10943
9109	11048
9109	11049
9109	11115
9110	8950
9110	8988
9110	6904
9110	3361
9110	4277
9110	4317
9110	4325
9110	4373
9110	4390
9110	4537
9110	16728
9110	16827
9110	4608
9110	4639
9110	10635
9110	10947
9111	3408
9111	4492
9111	16667
9111	11110
9111	11127
9112	16763
9113	8076
9113	3408
9113	16594
9113	16613
9113	16618
9113	16665
9113	10520
9113	11125
9113	11147
9114	16597
9114	16655
9114	10616
9115	9040
9115	9809
9115	3516
9115	3517
9115	4343
9115	4437
9115	16613
9115	10550
9115	11127
9117	3350
9117	4188
9117	4189
9117	16711
9117	4630
9117	11159
9118	6750
9118	6950
9118	3378
9118	16602
9119	8875
9119	9001
9119	3423
9119	3466
9119	16613
9119	16664
9119	10530
9119	10555
9120	3379
9120	4132
9121	6991
9121	4336
9121	4456
9121	16667
9122	3408
9122	4492
9122	4551
9123	8995
9123	3466
9123	4336
9123	16619
9123	16769
9123	4566
9123	4567
9123	11125
9124	3408
9124	3469
9124	3521
9124	3533
9124	4412
9124	4492
9124	10939
9124	11127
9125	9810
9125	3517
9125	16779
9125	10517
9126	3408
9126	3410
9126	16613
9126	10555
9126	11110
9127	3511
9127	4576
9127	4631
9128	8902
9128	3961
9128	4111
9128	4207
9128	4623
9128	4637
9129	7087
9129	3408
9129	4409
9129	4458
9129	16700
9130	9103
9130	16683
9130	4634
9132	9023
9132	3469
9132	3496
9132	16700
9133	9074
9133	4440
9133	4524
9134	9643
9134	3547
9134	16706
9134	16802
9134	4587
9134	4602
9135	16706
9135	4602
9136	9013
9136	3408
9136	3410
9136	4456
9136	4492
9136	10633
9137	9481
9137	3469
9137	4492
9137	10632
9138	8912
9138	6753
9138	6822
9138	7068
9138	9795
9138	9803
9138	9927
9138	3479
9138	4530
9138	16652
9138	16692
9138	16789
9138	10541
9138	10547
9138	10605
9138	10747
9139	8985
9139	3408
9139	16685
9140	9036
9140	6988
9140	8060
9140	3299
9140	3400
9140	3526
9140	16630
9140	16830
9140	4566
9140	4613
9140	10559
9141	8988
9141	9398
9141	3408
9141	3497
9141	8814
9141	4583
9142	7830
9142	3504
9142	4340
9142	4454
9142	4463
9142	4492
9142	16619
9142	4621
9142	10632
9143	4337
9143	4523
9144	3484
9144	3485
9144	3542
9144	16627
9144	16783
9144	10757
9145	6750
9145	6950
9145	3421
9145	3430
9145	16823
9145	11004
9146	8070
9146	3430
9146	3466
9146	4378
9146	16771
9146	11144
9147	8996
9147	6763
9147	3504
9147	16812
9147	4614
9147	10470
9149	6936
9149	6949
9149	6957
9149	7018
9149	3411
9149	3515
9149	4069
9149	4098
9149	4432
9149	4510
9149	4539
9150	3455
9150	16825
9150	10499
9150	11015
9151	6674
9151	4461
9152	8899
9152	3418
9152	4620
9152	10512
9153	6803
9154	6579
9154	3257
9154	4106
9154	4441
9154	16587
9154	16647
9154	16725
9155	6371
9155	4401
9156	6577
9156	6938
9156	9809
9156	3512
9156	10625
9156	10883
9156	10272
9157	6824
9157	6983
9157	3395
9157	10847
8825	3678
8827	3771
8827	3777
8828	5918
8829	5867
8829	3755
8830	5835
8830	5866
8830	5948
8833	9162
8834	5959
8834	3774
8836	5867
8837	8838
8837	8839
8837	8840
8837	5768
8837	5787
8837	3214
8837	3228
8837	3236
8837	9227
8838	3218
8838	3228
8838	3234
8838	3778
8838	3779
8839	5866
8839	5884
8839	3175
8839	3228
8842	3679
8842	3681
8842	9171
8843	3757
8844	3723
8847	3233
8849	3401
8850	5773
8850	5790
8850	5792
8850	5880
8850	3755
8850	3764
8850	3766
8851	5825
8851	5826
8851	3213
8851	3224
8851	3234
8851	3708
8852	5829
8852	5856
8852	5886
8854	3216
8854	3224
8854	3762
8857	3233
8857	3284
8857	3809
8857	3965
8857	4046
8858	3962
8859	4017
8859	4046
8860	6063
8860	6123
8860	6140
8860	6145
8860	3824
8863	8826
8863	8829
8863	3286
8863	3929
8863	3987
8863	3988
8863	4029
8864	3239
8864	3247
8864	3811
8865	3218
8865	3228
8865	3255
8865	3257
8865	3259
8865	3283
8866	3257
8866	3763
8868	3256
8868	3300
8868	3863
8868	3922
8868	3980
8869	3255
8869	3259
8869	3988
8870	3212
8870	3662
8870	3976
8870	3980
8870	9174
8871	3773
8871	4019
8872	6117
8872	7824
8873	3988
8874	9279
8874	4000
8874	4050
8875	8886
8876	8868
8876	3302
8876	3980
8877	3302
8877	4001
8877	9162
8878	6062
8878	3277
8878	3877
8879	8851
8879	6015
8879	7763
8879	3274
8881	3893
8881	3905
8882	3951
8882	3988
8882	4029
8883	3256
8883	3778
8883	3985
8885	3228
8885	3964
8885	9174
8886	8875
8886	4005
8887	6054
8887	6056
8887	6057
8887	3274
8888	3249
8888	3287
8888	3811
8888	3951
8889	3183
8889	3196
8889	3778
8889	3929
8890	6036
8890	3249
8890	3822
8890	3951
8891	4019
8891	4070
8892	6129
8892	3236
8892	3282
8892	3285
8892	3321
